date,unit_id,region,unit_type,month,year,trend,seasonal,covid,gdp_growth,rainfall_mm,infra_index,coal_price,interest_rate,capacity_util,clinker_ratio,clinker_volume,clinker_volume_lag1,clinker_volume_lag12,month_sin,month_cos
2015-01-01,GU_Central_1,Central,GU,1,2015,1.0,1.08,1.0,8.615809915247203,73.39888049772708,39.191768145001994,6345.478781767802,8.513702514179792,57.57687885576119,0.73,410641,,,0.49999999999999994,0.8660254037844387
2015-02-01,GU_Central_1,Central,GU,2,2015,1.0,1.12,1.0,7.073033493333421,54.415547962940394,35.63918066467143,5950.197928068229,6.38495644328028,63.634064259951074,0.73,344022,410640.6177683916,,0.8660254037844386,0.5000000000000001
2015-03-01,GU_Central_1,Central,GU,3,2015,1.0,1.15,1.0,5.81203409332232,33.23286252312546,44.2082929317421,5262.529192228736,6.681777407209799,58.15404320375414,0.73,458505,344022.24399909336,,1.0,6.123233995736766e-17
2015-04-01,GU_Central_1,Central,GU,4,2015,1.0,1.05,1.0,6.167099082284428,54.144581329843646,42.06236919363408,5520.698291007212,7.491065106176375,57.98431192919401,0.73,389666,458505.11278741254,,0.8660254037844387,-0.4999999999999998
2015-05-01,GU_Central_1,Central,GU,5,2015,1.0,0.95,1.0,7.767510144137542,81.78194366961327,41.95434415261332,4923.782407959386,7.528481574324028,63.43611108962392,0.73,330691,389665.5782300782,,0.49999999999999994,-0.8660254037844387
2015-06-01,GU_Central_1,Central,GU,6,2015,1.0,0.72,1.0,5.616575947893657,126.82162852254174,35.214903349131355,5071.075972038396,7.458241995629712,62.309823259184554,0.73,203117,330691.17727947177,,1.2246467991473532e-16,-1.0
2015-07-01,GU_Central_1,Central,GU,7,2015,1.0,0.65,1.0,4.7215667818267875,152.86132588853843,38.21353002253214,5574.428195648807,7.251378256969858,66.58000591408793,0.73,176752,203116.65535192052,,-0.4999999999999997,-0.8660254037844388
2015-08-01,GU_Central_1,Central,GU,8,2015,1.0,0.68,1.0,4.8098610312775465,248.45361922386525,38.99636191322913,5284.67510570343,7.239151742038384,60.615294201623165,0.73,155258,176751.69635606956,,-0.8660254037844385,-0.5000000000000004
2015-09-01,GU_Central_1,Central,GU,9,2015,1.0,0.82,1.0,4.425229279754255,172.96100877139057,34.206815523897966,5037.109771752345,7.807406509457303,61.46379425521196,0.73,203906,155258.13161148806,,-1.0,-1.8369701987210297e-16
2015-10-01,GU_Central_1,Central,GU,10,2015,1.0,1.02,1.0,4.94142217008265,216.86662465365453,42.66985028822826,5727.608021104685,8.407154042911339,62.84601704935274,0.73,257633,203906.20871091876,,-0.8660254037844386,0.5000000000000001
2015-11-01,GU_Central_1,Central,GU,11,2015,1.0,1.1,1.0,5.082960872239028,135.23924032556005,44.36165346564441,5470.167137978638,7.115237816249259,58.552684594254174,0.73,350538,257632.69569216407,,-0.5000000000000004,0.8660254037844384
2015-12-01,GU_Central_1,Central,GU,12,2015,1.0,1.15,1.0,8.162284855529766,129.0781951433278,46.18580486801084,4801.7820097116655,9.450719476136523,59.10772061993627,0.73,420453,350538.3142873246,,-2.4492935982947064e-16,1.0
2016-01-01,GU_Central_1,Central,GU,1,2016,1.06,1.08,1.0,7.505245116588699,86.90947972702139,41.36234851744679,5546.183865224545,8.668553148592252,67.26439466309021,0.7255,390791,420452.87560477015,410640.6177683916,0.49999999999999994,0.8660254037844387
2016-02-01,GU_Central_1,Central,GU,2,2016,1.06,1.12,1.0,7.1247439248157605,51.136207368948476,44.85197049050282,6223.4948256416355,8.163404503664065,60.60417983487556,0.7255,477931,390791.0727312521,344022.24399909336,0.8660254037844386,0.5000000000000001
2016-03-01,GU_Central_1,Central,GU,3,2016,1.06,1.15,1.0,5.828564496157533,37.02805353673777,48.468454807451266,5765.280685451363,7.597986667649249,67.52990626579874,0.7255,494829,477931.017485253,458505.11278741254,1.0,6.123233995736766e-17
2016-04-01,GU_Central_1,Central,GU,4,2016,1.06,1.05,1.0,7.3889084948142125,51.791678921711046,43.73914456315914,5638.989867088256,8.706390485176124,65.22925032267318,0.7255,399553,494829.3528432723,389665.5782300782,0.8660254037844387,-0.4999999999999998
2016-05-01,GU_Central_1,Central,GU,5,2016,1.06,0.95,1.0,5.47586649670279,83.2041240011621,42.799036258471965,6988.0361406309885,6.867907708000473,56.60987589804426,0.7255,301875,399553.4275567801,330691.17727947177,0.49999999999999994,-0.8660254037844387
2016-06-01,GU_Central_1,Central,GU,6,2016,1.06,0.72,1.0,7.117359566236183,152.21885675351308,38.90194697936653,6436.0300995606685,6.433916470407812,64.92151476735116,0.7255,232662,301874.9291506564,203116.65535192052,1.2246467991473532e-16,-1.0
2016-07-01,GU_Central_1,Central,GU,7,2016,1.06,0.65,1.0,9.0,139.06383315279288,47.89786737331525,6360.549129798574,6.679222352476812,64.8899192923765,0.7255,240216,232661.59955734984,176751.69635606956,-0.4999999999999997,-0.8660254037844388
2016-08-01,GU_Central_1,Central,GU,8,2016,1.06,0.68,1.0,8.357224466227459,173.49836684772842,44.442217731779905,6395.217382732213,6.297645757527935,64.49171443404514,0.7255,237438,240216.39998978807,155258.13161148806,-0.8660254037844385,-0.5000000000000004
2016-09-01,GU_Central_1,Central,GU,9,2016,1.06,0.82,1.0,7.308902379354384,208.5420667120801,42.31197442311081,5967.975532143214,7.197441057850695,62.232493094467955,0.7255,248525,237438.21038604176,203906.20871091876,-1.0,-1.8369701987210297e-16
2016-10-01,GU_Central_1,Central,GU,10,2016,1.06,1.02,1.0,8.398408498267449,182.01207502902957,45.35157186948658,6664.939274256426,7.339864371302195,59.03973017843259,0.7255,342836,248525.13159258023,257632.69569216407,-0.8660254037844386,0.5000000000000001
2016-11-01,GU_Central_1,Central,GU,11,2016,1.06,1.1,1.0,6.934808358026739,157.59901509446559,44.959016119535995,6421.184852970407,7.260671870944885,68.18485106445048,0.7255,414513,342836.24675952195,350538.3142873246,-0.5000000000000004,0.8660254037844384
2016-12-01,GU_Central_1,Central,GU,12,2016,1.06,1.15,1.0,6.599846880324796,139.2663330365477,45.004777307063776,6139.166104809315,7.09005491825456,62.39368164510866,0.7255,405675,414512.69940977456,420452.87560477015,-2.4492935982947064e-16,1.0
2017-01-01,GU_Central_1,Central,GU,1,2017,1.12,1.08,1.0,9.0,46.15680195884919,48.348705813019976,7179.387414991431,6.806523622537292,60.06637535865853,0.721,553811,405675.116856519,390791.0727312521,0.49999999999999994,0.8660254037844387
2017-02-01,GU_Central_1,Central,GU,2,2017,1.12,1.12,1.0,6.629270415295672,46.16895136246459,53.8670744762901,6900.463902082148,8.089059047079912,65.42987474435203,0.721,565958,553810.6158031927,477931.017485253,0.8660254037844386,0.5000000000000001
2017-03-01,GU_Central_1,Central,GU,3,2017,1.12,1.15,1.0,7.575054517187179,29.545784642492503,48.599020800212735,7270.0110302218545,7.196041494111268,60.62888011706697,0.721,550993,565957.6774030114,494829.3528432723,1.0,6.123233995736766e-17
2017-04-01,GU_Central_1,Central,GU,4,2017,1.12,1.05,1.0,8.367239938836212,41.62056078443464,53.857966228969914,7344.987776675549,7.438007037283858,59.80365588685952,0.721,554195,550992.6874491108,399553.4275567801,0.8660254037844387,-0.4999999999999998
2017-05-01,GU_Central_1,Central,GU,5,2017,1.12,0.95,1.0,6.876518953091062,108.85549390486965,50.692350779200595,7258.292824919196,6.852631949349431,62.09810955119025,0.721,435923,554195.1824373472,301874.9291506564,0.49999999999999994,-0.8660254037844387
2017-06-01,GU_Central_1,Central,GU,6,2017,1.12,0.72,1.0,8.780725944357691,130.76702641114963,50.05351042828519,7477.639873831395,5.407529041225538,60.938408942727705,0.721,327709,435922.56021426665,232661.59955734984,1.2246467991473532e-16,-1.0
2017-07-01,GU_Central_1,Central,GU,7,2017,1.12,0.65,1.0,7.632086570429297,182.8375582013945,48.660175740165535,7417.49005588489,5.248894023624391,59.9510309920617,0.721,265263,327708.9994272038,240216.39998978807,-0.4999999999999997,-0.8660254037844388
2017-08-01,GU_Central_1,Central,GU,8,2017,1.12,0.68,1.0,8.796692393080228,186.99560993692435,51.92187008063776,7556.666165426754,8.366247992166812,66.82564704904703,0.721,274820,265262.5344285247,237438.21038604176,-0.8660254037844385,-0.5000000000000004
2017-09-01,GU_Central_1,Central,GU,9,2017,1.12,0.82,1.0,8.703181015700622,222.7614147449573,49.338975302733985,7877.213989642398,6.274542179815023,63.14468874215041,0.721,278410,274819.7633816273,248525.13159258023,-1.0,-1.8369701987210297e-16
2017-10-01,GU_Central_1,Central,GU,10,2017,1.12,1.02,1.0,7.708385443249004,139.12519427615283,46.20360635465941,7719.680887773567,6.206598924678454,68.60911978206357,0.721,380323,278409.5454701589,342836.24675952195,-0.8660254037844386,0.5000000000000001
2017-11-01,GU_Central_1,Central,GU,11,2017,1.12,1.1,1.0,9.0,184.91916188247043,46.1035234270059,7882.385751257331,6.8965305931018,60.18196208908026,0.721,375913,380322.87042802793,414512.69940977456,-0.5000000000000004,0.8660254037844384
2017-12-01,GU_Central_1,Central,GU,12,2017,1.12,1.15,1.0,7.20159703587987,105.24280586592182,50.267453865802814,7071.339919605877,7.140322382663943,56.689755849454656,0.721,516210,375913.47338350693,405675.116856519,-2.4492935982947064e-16,1.0
2018-01-01,GU_Central_1,Central,GU,1,2018,1.18,1.08,1.0,9.0,73.62421016808904,50.77786334450051,6118.302974632473,6.84148970986753,64.99508139699768,0.7165,544915,516210.1753462988,553810.6158031927,0.49999999999999994,0.8660254037844387
2018-02-01,GU_Central_1,Central,GU,2,2018,1.18,1.12,1.0,8.97058006293347,54.561003048277065,53.3133068290825,6641.298184748054,7.719534826304003,71.82391568722566,0.7165,518075,544915.249582358,565957.6774030114,0.8660254037844386,0.5000000000000001
